Publisher Name,Series Name,Full Title,Release Date,In Collection,In Wish List,Marked Read
DC Comics,Futures End: Batman/Superman,Futures End: Batman/Superman #1,2014-01-01,1,0,0
DC Comics,Futures End: Batman and Robin,Futures End: Batman and Robin #1,2014-01-01,1,0,0
DC Comics,Futures End: Batgirl,Futures End: Batgirl #1,2014-01-01,1,0,0
DC Comics,Futures End: Justice League,Futures End: Justice League #1,2014-01-01,1,0,0
DC Comics,Legion Lost,Legion Lost #0,2012-01-01,1,0,0
DC Comics,Earth 2,Earth 2 #0,2012-01-01,1,0,0
DC Comics,Demon Knights,Demon Knights #0,2012-01-01,1,0,0
DC Comics,Supergirl,Supergirl #0,2012-01-01,1,0,0
DC Comics,Batman and Robin,Batman and Robin #0,2012-01-01,1,0,0
DC Comics,Nightwing,Nightwing #0,2012-01-01,1,0,0
DC Comics,Red Hood and the Outlaws,Red Hood and the Outlaws #0,2012-01-01,1,0,0
DC Comics,Justice League Dark,Justice League Dark #0,2012-01-01,1,0,0
DC Comics,Justice League,Justice League #0,2012-01-01,1,0,0
DC Comics,Batgirl,Batgirl #0,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #0,2012-01-01,1,0,0
DC Comics,Batwing,Batwing #0,2012-01-01,1,0,0
DC Comics,Aquaman,Aquaman #0,2012-01-01,1,0,0
DC Comics,Catwoman,Catwoman #0,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #0,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #0,2012-01-01,1,0,0
DC Comics,Voodoo,Voodoo #0,2012-01-01,1,0,0
DC Comics,Animal Man,Animal Man #0,2012-01-01,1,0,0
DC Comics,Convergence,Convergence #0,2015-01-01,1,0,0
DC Comics,Convergence,Convergence #1 (blank cover),2015-01-01,1,0,0
DC Comics,Convergence,Convergence #2,2015-01-01,1,0,0
DC Comics,Convergence,Convergence #3,2015-01-01,1,0,0
DC Comics,Convergence,Convergence #4,2015-01-01,1,0,0
DC Comics,Convergence,Convergence #5,2015-01-01,1,0,0
DC Comics,Convergence,Convergence #6,2015-01-01,1,0,0
DC Comics,Convergence,Convergence #7,2015-01-01,1,0,0
DC Comics,Convergence,Convergence #8,2015-01-01,1,0,0
DC Comics,Convergence: Batgirl,Convergence: Batgirl #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Batgirl,Convergence: Batgirl #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Nightwing/Oracle,Convergence: Nightwing/Oracle #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Nightwing/Oracle,Convergence: Nightwing/Oracle #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Batman and Robin,Convergence: Batman and Robin #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Batman and Robin,Convergence: Batman and Robin #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Justice League,Convergence: Justice League #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Justice League,Convergence: Justice League #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: The Question,Convergence: The Question #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: The Question,Convergence: The Question #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Superman — Man of Steel,Convergence: Superman — Man of Steel #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Superman — Man of Steel,Convergence: Superman — Man of Steel #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: New Teen Titans,Convergence: New Teen Titans #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: New Teen Titans,Convergence: New Teen Titans #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Superboy and the Legion,Convergence: Superboy and the Legion #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Superboy and the Legion,Convergence: Superboy and the Legion #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Aquaman,Convergence: Aquaman #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Aquaman,Convergence: Aquaman #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Suicide Squad,Convergence: Suicide Squad #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Suicide Squad,Convergence: Suicide Squad #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Detective Comics,Convergence: Detective Comics #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Detective Comics,Convergence: Detective Comics #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Wonder Woman,Convergence: Wonder Woman #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Wonder Woman,Convergence: Wonder Woman #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Shazam,Convergence: Shazam #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Shazam,Convergence: Shazam #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Justice Society of America,Convergence: Justice Society of America #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Justice Society of America,Convergence: Justice Society of America #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: The Flash,Convergence: The Flash #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: The Flash,Convergence: The Flash #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Green Arrow,Convergence: Green Arrow #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Green Arrow,Convergence: Green Arrow #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Titans,Convergence: Titans #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Titans,Convergence: Titans #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Justice League of America,Convergence: Justice League of America #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Justice League of America,Convergence: Justice League of America #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Crime Syndicate,Convergence: Crime Syndicate #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Crime Syndicate,Convergence: Crime Syndicate #2 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Batman and the Outsiders,Convergence: Batman and the Outsiders #1 of 2,2015-01-01,1,0,0
DC Comics,Convergence: Batman and the Outsiders,Convergence: Batman and the Outsiders #2 of 2,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #0,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #4,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #5,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #6,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #7,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #8,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #9,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #10,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #11,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #12,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #13,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #14,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #15,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #16,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #17,2012-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #18,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #19,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #20,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #21,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #22,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #23,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #24,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #25,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #26,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #27,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #28,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #29,2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #30,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #31,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #32,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #33,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #34,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #36,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #37,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #38,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #39,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #40,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #41,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #42,2014-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #43,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #44,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #45,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #46,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #47,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #48,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #49,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #50,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #51,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #52,2015-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #19 (blank cover),2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #23.1 (hologram),2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #23.2 (hologram),2013-01-01,1,0,0
DC Comics,Wonder Woman,Wonder Woman #37 (landscape),2013-01-01,1,0,0
DC Comics,Wonder Woman Annual,Wonder Woman Annual #1,2013-01-01,1,0,0
DC Comics,Wonder Woman: Futures End,Wonder Woman: Futures End #1,2014-01-01,1,0,0
DC Comics,Secret Six,Secret Six #1 ($2.99),2014-01-01,1,0,0
DC Comics,Secret Six,Secret Six #2,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #3,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #4,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #5,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #6,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #7,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #8,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #9,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #10,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #11,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #12,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #13,2015-01-01,1,0,0
DC Comics,Secret Six,Secret Six #14,2015-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #1,2011-01-01,1,0,0
DC Comics,Suicide Squad: Amanda Waller,Suicide Squad: Amanda Waller #1,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #5,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #7,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #8,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #9,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #10,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #11,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #12,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #13,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #14,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #15,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #16,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #17,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #18,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #19,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #20,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #21,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #22,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #23,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #24,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #25,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #26,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #27,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #28,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #29,2012-01-01,1,0,0
DC Comics,Suicide Squad,Suicide Squad #30,2012-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #1,2014-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #2,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #3,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #4,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #5,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #6,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #7,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #8,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #9,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #10,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #11,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #12,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #13,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #14,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #15,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #16,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #17,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #18,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #19,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #20,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #21,2015-01-01,1,0,0
DC Comics,New Suicide Squad Annual,New Suicide Squad Annual #1,2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #13 (DUPLICATE),2015-01-01,1,0,0
DC Comics,New Suicide Squad,New Suicide Squad #15 (DUPLICATE),2015-01-01,1,0,0
DC Comics,Suicide Squad Most Wanted: Deadshot and Katana,Suicide Squad Most Wanted: Deadshot and Katana #1 of 6,2016-01-01,1,0,0
DC Comics,Suicide Squad Most Wanted: Deadshot and Katana,Suicide Squad Most Wanted: Deadshot and Katana #2 of 6,2016-01-01,1,0,0
DC Comics,Suicide Squad Most Wanted: Deadshot and Katana,Suicide Squad Most Wanted: Deadshot and Katana #3 of 6,2016-01-01,1,0,0
DC Comics,Suicide Squad Most Wanted: Deadshot and Katana,Suicide Squad Most Wanted: Deadshot and Katana #4 of 6,2016-01-01,1,0,0
DC Comics,Suicide Squad Most Wanted: Deadshot and Katana,Suicide Squad Most Wanted: Deadshot and Katana #5 of 6,2016-01-01,1,0,0
DC Comics,Suicide Squad Most Wanted: Deadshot and Katana,Suicide Squad Most Wanted: Deadshot and Katana #6 of 6,2016-01-01,1,0,0
DC Comics,Katana,Katana #1,2013-01-01,1,0,0
DC Comics,Katana,Katana #2,2013-01-01,1,0,0
DC Comics,Katana,Katana #3,2013-01-01,1,0,0
DC Comics,Katana,Katana #4,2013-01-01,1,0,0
DC Comics,Katana,Katana #2 (DUPLICATE),2013-01-01,1,0,0
DC Comics,Legends of Tomorrow,Legends of Tomorrow #1,2016-01-01,1,0,0
DC Comics,Legends of Tomorrow,Legends of Tomorrow #2,2016-01-01,1,0,0
DC Comics,Legends of Tomorrow,Legends of Tomorrow #3,2016-01-01,1,0,0
DC Comics,Legends of Tomorrow,Legends of Tomorrow #4,2016-01-01,1,0,0
DC Comics,Legends of Tomorrow,Legends of Tomorrow #5,2016-01-01,1,0,0
DC Comics,Legends of Tomorrow,Legends of Tomorrow #6,2016-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #1,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #2,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #3,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #4,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #5,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #6,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #7,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #8,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #9,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #10,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #11,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #12,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells,DC Comics: Bombshells #13,2015-01-01,1,0,0
DC Comics,DC Comics: Bombshells Annual,DC Comics: Bombshells Annual #1,2016-01-01,1,0,0
DC Comics,Cyborg,Cyborg #1,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #2,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #3,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #4,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #5,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #6,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #7,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #8,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #9,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #10,2015-01-01,1,0,0
DC Comics,Cyborg,Cyborg #11,2015-01-01,1,0,0
DC Comics,Cyborg: Rebirth,Cyborg: Rebirth #1,2016-01-01,1,0,0
DC Comics,Cyborg,Cyborg #1,2016-01-01,1,0,0
DC Comics,Cyborg,Cyborg #2,2016-01-01,1,0,0
DC Comics,Cyborg,Cyborg #3,2016-01-01,1,0,0
DC Comics,Cyborg,Cyborg #4,2016-01-01,1,0,0
DC Comics,Deathstroke,Deathstroke #1,2011-01-01,1,0,0
DC Comics,Deathstroke,Deathstroke #8,2012-01-01,1,0,0
DC Comics,Deathstroke,Deathstroke #9,2012-01-01,1,0,0
DC Comics,Deathstroke,Deathstroke #10,2012-01-01,1,0,0
DC Comics,Deathstroke,Deathstroke #11,2012-01-01,1,0,0
DC Comics,Deathstroke,Deathstroke #12,2012-01-01,1,0,0
DC Comics,Deathstroke,Deathstroke #13,2012-01-01,1,0,0
DC Comics,Deathstroke Annual,Deathstroke Annual #1 — In League with the God Killer,2014-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #1,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #2,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #3,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #4,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #5,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #6,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #7,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #8,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #9,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #10,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #11,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #12,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #13,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #14,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #15,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #17,2015-01-01,1,0,0
DC Comics,Doctor Fate,Doctor Fate #18,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #4,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #5,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #6,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #7,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #8,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #9,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #10,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #11,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #12,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #13,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #14,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #15,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #16,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #17,2012-01-01,1,0,0
DC Comics,The Flash,The Flash #18,2013-01-01,1,0,0
DC Comics,The Flash,The Flash #19,2013-01-01,1,0,0
DC Comics,The Flash,The Flash #20,2013-01-01,1,0,0
DC Comics,The Flash,The Flash #21,2013-01-01,1,0,0
DC Comics,The Flash,The Flash #22,2013-01-01,1,0,0
DC Comics,The Flash,The Flash #23,2013-01-01,1,0,0
DC Comics,The Flash,The Flash #24,2013-01-01,1,0,0
DC Comics,The Flash,The Flash #25,2013-01-01,1,0,0
DC Comics,The Flash,The Flash #26,2014-01-01,1,0,0
DC Comics,The Flash,The Flash #27,2014-01-01,1,0,0
DC Comics,The Flash,The Flash #28,2014-01-01,1,0,0
DC Comics,The Flash,The Flash #29,2014-01-01,1,0,0
DC Comics,The Flash,The Flash #30,2014-01-01,1,0,0
DC Comics,The Flash,The Flash #31,2014-01-01,1,0,0
DC Comics,The Flash,The Flash #32,2014-01-01,1,0,0
DC Comics,The Flash,The Flash #33,2014-01-01,1,0,0
DC Comics,The Flash,The Flash #35,2014-01-01,1,0,0
DC Comics,The Flash,The Flash #37,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #38,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #39,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #40,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #41,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #42,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #43,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #44,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #45,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #46,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #47,2015-01-01,1,0,0
DC Comics,The Flash,The Flash #23.2,2013-01-01,1,0,0
DC Comics,The Flash,The Flash #23.3,2013-01-01,1,0,0
DC Comics,The Flash Annual,The Flash Annual #1,2012-01-01,1,0,0
DC Comics,The Flash Annual,The Flash Annual #3,2014-01-01,1,0,0
DC Comics,The Flash: Futures End,The Flash: Futures End #1,2014-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #17,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #19,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #20,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #21,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #22,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #23,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #24,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #25,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #26,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #27,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #28,2014-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #29,2014-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #30,2014-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #31,2014-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #32,2014-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #33,2014-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #35,2014-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #36,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #37,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #38,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #39,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #40,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #41,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #42,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #43,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #44,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #45,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #47,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #48,2015-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #23.1,2013-01-01,1,0,0
DC Comics,Green Arrow,Green Arrow #28 (blank cover),2014-01-01,1,0,0
DC Comics,Green Arrow: Futures End,Green Arrow: Futures End #1,2014-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #5,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #6,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #7,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #8,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #9,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #10,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #11,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #12,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #13,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #14,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #15,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #16,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #17,2012-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #18,2013-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #19,2013-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #21,2013-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #22,2013-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #23,2013-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #25,2013-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #26,2014-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #36,2015-01-01,1,0,0
DC Comics,Green Lantern,Green Lantern #41,2015-01-01,1,0,0
